rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
398,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
397,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,30,34,8,22,0,8,0,8,8,0,0,edgeCount
396,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
395,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
394,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,4,-1,-13,37,67,25,4,edgeCount
393,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,19,19,19,0,2,19,0,19,19,0,2,edgeCount
392,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
391,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,12,6,6,0,12,6,12,12,6,0,edgeCount
390,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
389,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,30,30,12,18,0,30,18,30,30,18,0,edgeCount
388,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,14,-15,4,-1,-15,-1,-1,-15,4,edgeCount
387,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,2,-1,-9,-1,-1,-9,2,edgeCount
386,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
385,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,46,46,14,32,4,14,0,14,14,0,4,edgeCount
384,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,6,6,6,0,0,-1,-7,6,6,0,0,edgeCount
383,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
382,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
381,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
380,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,69,15,15,54,4,15,0,15,15,0,4,edgeCount
379,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,13,-14,2,-1,-14,-1,-1,-14,2,edgeCount
378,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,23,11,7,16,2,-1,-8,15,15,8,2,edgeCount
377,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
376,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
375,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
374,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,53,17,13,40,0,-1,-14,-1,-1,-14,0,edgeCount
373,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,18,8,1,0,17,9,17,17,9,0,edgeCount
372,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
371,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
370,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,16,6,6,10,0,6,0,6,6,0,0,edgeCount
369,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
368,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
367,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
366,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
365,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
364,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
363,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,27,35,7,20,0,7,0,7,15,0,0,edgeCount
362,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
361,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,12,-1,-11,-1,-1,-11,12,edgeCount
360,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,11,0,11,11,0,0,edgeCount
359,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
358,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
357,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
356,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,60,60,25,35,2,-1,-26,60,60,35,2,edgeCount
355,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
354,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
353,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
352,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,25,9,8,17,0,9,1,9,9,1,0,edgeCount
351,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,50,22,10,40,2,-1,-11,-1,-1,-11,2,edgeCount
350,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
349,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
348,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
347,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,40,36,10,30,4,10,0,10,10,0,4,edgeCount
346,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,40,8,8,32,0,-1,-9,-1,-1,-9,0,edgeCount
345,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,15,-16,4,-1,-16,-1,-1,-16,4,edgeCount
344,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
343,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
342,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
341,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
340,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,7,27,6,1,4,13,7,7,13,1,4,edgeCount
339,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
338,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
337,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
336,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
335,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,15,-16,2,-1,-16,41,21,26,2,edgeCount
334,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
333,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
332,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,9,9,5,4,0,11,6,11,11,6,0,edgeCount
331,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
330,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,8,17,7,1,2,16,9,16,16,9,2,edgeCount
329,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,33,33,7,26,0,23,16,33,33,26,0,edgeCount
328,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
327,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
326,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
325,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
324,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,15,61,14,1,2,-1,-15,39,39,25,2,edgeCount
323,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
322,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,48,12,0,2,32,20,32,32,20,2,edgeCount
321,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
320,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
319,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
318,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
317,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
316,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
315,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
314,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,8,7,6,2,0,20,14,20,20,14,0,edgeCount
313,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,10,8,2,2,-1,-9,10,10,2,2,edgeCount
312,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
311,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
310,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
309,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,23,5,5,18,4,5,0,13,13,8,4,edgeCount
308,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
307,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
306,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
305,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,10,10,10,0,4,10,0,10,10,0,4,edgeCount
304,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
303,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
302,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
301,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,12,12,9,3,0,12,3,12,12,3,0,edgeCount
300,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
299,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
298,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,11,11,11,0,0,29,18,11,11,0,0,edgeCount
297,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
296,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
295,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
294,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
293,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,10,-11,4,-1,-11,-1,-1,-11,4,edgeCount
292,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
291,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
290,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
289,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
288,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,38,12,11,27,0,12,1,12,12,1,0,edgeCount
287,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,33,13,7,26,0,7,0,7,7,0,0,edgeCount
286,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
285,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,7,25,5,2,0,5,0,5,5,0,0,edgeCount
284,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
283,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,29,29,13,16,0,29,16,29,29,16,0,edgeCount
282,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,10,7,3,2,-1,-8,10,10,3,2,edgeCount
281,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
280,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
279,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,3,3,2,0,3,0,3,5,0,0,edgeCount
278,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,6,6,6,0,0,6,0,6,6,0,0,edgeCount
277,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,11,11,8,3,0,11,3,11,11,3,0,edgeCount
276,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
275,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,16,6,6,10,4,6,0,6,6,0,4,edgeCount
274,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
273,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,39,39,17,22,2,39,22,39,39,22,2,edgeCount
272,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,4,-1,-12,-1,-1,-12,4,edgeCount
271,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
270,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,18,20,5,13,8,20,15,20,20,15,8,edgeCount
269,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
268,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
267,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
266,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,26,26,10,16,0,26,16,26,26,16,0,edgeCount
265,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
264,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,26,26,9,17,0,26,17,26,26,17,0,edgeCount
263,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,32,20,9,23,0,-1,-10,-1,-1,-10,0,edgeCount
262,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
261,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
260,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
259,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
258,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
257,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
256,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
255,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,8,8,8,0,0,8,0,8,8,0,0,edgeCount
254,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,25,25,9,16,0,25,16,25,25,16,0,edgeCount
253,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
252,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,15,7,7,8,14,-1,-8,15,7,8,14,edgeCount
251,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
250,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
249,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
248,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,42,42,20,22,2,-1,-21,42,42,22,2,edgeCount
247,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
246,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,25,25,11,14,0,25,14,25,25,14,0,edgeCount
245,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
244,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
243,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
242,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
241,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,46,16,13,33,0,-1,-14,-1,-1,-14,0,edgeCount
240,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
239,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
238,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,25,25,13,12,2,-1,-14,25,25,12,2,edgeCount
237,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
236,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
235,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,5,15,5,0,4,5,0,5,5,0,4,edgeCount
234,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
233,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
232,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
231,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
230,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,14,14,14,0,0,14,0,14,14,0,0,edgeCount
229,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
228,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,31,29,13,18,0,29,16,29,29,16,0,edgeCount
227,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,61,9,0,0,25,16,25,25,16,0,edgeCount
226,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,11,33,8,3,4,17,9,17,17,9,2,edgeCount
225,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,5,5,5,0,0,5,0,5,5,0,0,edgeCount
224,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,9,9,6,3,0,10,4,10,9,4,0,edgeCount
223,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,18,8,2,0,20,12,20,20,12,0,edgeCount
222,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,12,-13,2,-1,-13,-1,-1,-13,2,edgeCount
221,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,8,-9,4,-1,-9,-1,-1,-9,4,edgeCount
220,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
219,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,5,-6,2,-1,-6,-1,-1,-6,2,edgeCount
218,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,20,4,4,16,0,4,0,8,8,4,0,edgeCount
217,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
216,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,59,21,17,42,4,-1,-18,59,21,42,4,edgeCount
215,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,10,10,9,1,0,10,1,10,10,1,0,edgeCount
214,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,8,10,7,1,4,10,3,10,30,3,4,edgeCount
213,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
212,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
211,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,11,33,11,0,0,27,16,27,27,16,0,edgeCount
210,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,13,13,7,6,0,13,6,13,13,6,0,edgeCount
209,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
208,113,161,graphml/Deltacom.graphml,4,,clustered,0.7;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
207,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
206,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,9,31,9,0,0,21,12,21,21,12,0,edgeCount
205,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
204,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,30,30,12,18,0,30,18,30,30,18,0,edgeCount
203,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,51,15,11,40,10,-1,-12,-1,-1,-12,10,edgeCount
202,113,161,graphml/Deltacom.graphml,1,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
201,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,15,27,5,10,0,5,0,5,5,0,0,edgeCount
200,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,11,13,10,1,4,19,9,19,33,9,4,edgeCount
199,113,161,graphml/Deltacom.graphml,3,,clustered,0.7;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
198,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,8,8,8,0,2,8,0,8,8,0,2,edgeCount
197,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,-1,-1,17,-18,0,-1,-18,-1,-1,-18,0,edgeCount
196,113,161,graphml/Deltacom.graphml,2,,clustered,0.7;-0.3,43,43,17,26,0,43,26,43,43,26,0,edgeCount
