rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
395,100,230,0.05,3,2,clustered,0.5;-0.15,7,7,5,2,0,-1,-6,-1,-1,-6,0,shortest
393,100,262,0.05,5,4,clustered,0.5;-0.15,19,17,4,15,0,17,13,17,17,13,0,shortest
390,100,248,0.05,6,5,clustered,0.5;-0.15,15,15,5,10,8,23,18,9,9,4,4,shortest
388,100,239,0.05,7,6,clustered,0.5;-0.15,-1,-1,5,-6,10,-1,-6,-1,-1,-6,6,shortest
387,100,271,0.05,6,5,clustered,0.5;-0.15,15,15,4,11,0,19,15,19,19,15,0,shortest
386,100,231,0.05,5,4,clustered,0.5;-0.15,54,52,5,49,0,19,14,19,19,14,0,shortest
385,100,253,0.05,3,2,clustered,0.5;-0.15,14,10,5,9,4,13,8,12,12,7,2,shortest
384,100,254,0.05,2,1,clustered,0.5;-0.15,17,21,5,12,4,11,6,11,15,6,2,shortest
383,100,247,0.05,6,5,clustered,0.5;-0.15,6,6,3,3,0,6,3,6,6,3,0,shortest
382,100,246,0.05,5,4,clustered,0.5;-0.15,9,17,5,4,4,-1,-6,-1,-1,-6,2,shortest
381,100,246,0.05,3,2,clustered,0.5;-0.15,6,8,4,2,0,4,0,10,10,6,0,shortest
380,100,255,0.05,3,2,clustered,0.5;-0.15,6,8,4,2,0,-1,-5,-1,-1,-5,0,shortest
379,100,252,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,4,3,0,3,3,0,2,shortest
377,100,246,0.05,4,3,clustered,0.5;-0.15,23,29,5,18,0,21,16,21,21,16,0,shortest
376,100,252,0.05,8,7,clustered,0.5;-0.15,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,shortest
375,100,240,0.05,6,5,clustered,0.5;-0.15,12,12,6,6,0,26,20,26,26,20,0,shortest
374,100,238,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
373,100,226,0.05,3,2,clustered,0.5;-0.15,8,16,4,4,0,8,4,8,8,4,0,shortest
372,100,238,0.05,4,3,clustered,0.5;-0.15,3,25,3,0,0,3,0,3,3,0,0,shortest
371,100,238,0.05,4,3,clustered,0.5;-0.15,6,6,4,2,8,6,2,6,6,2,6,shortest
370,100,244,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
369,100,209,0.05,3,2,clustered,0.5;-0.15,12,12,6,6,0,12,6,12,12,6,0,shortest
367,100,283,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,16,-1,-7,-1,-1,-7,6,shortest
366,100,235,0.05,1,0,clustered,0.5;-0.15,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,shortest
365,100,237,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,10,-1,-5,-1,-1,-5,4,shortest
364,100,232,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
363,100,234,0.05,3,2,clustered,0.5;-0.15,5,7,5,0,6,5,0,5,5,0,2,shortest
361,100,250,0.05,5,4,clustered,0.5;-0.15,11,11,5,6,6,-1,-6,-1,-1,-6,4,shortest
359,100,264,0.05,6,5,clustered,0.5;-0.15,13,15,5,8,0,-1,-6,-1,-1,-6,0,shortest
358,100,256,0.05,4,3,clustered,0.5;-0.15,22,20,5,17,0,-1,-6,-1,-1,-6,0,shortest
357,100,251,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
356,100,265,0.05,2,1,clustered,0.5;-0.15,-1,-1,4,-5,4,-1,-5,-1,-1,-5,2,shortest
355,100,242,0.05,1,0,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
354,100,239,0.05,7,6,clustered,0.5;-0.15,24,14,4,20,4,-1,-5,-1,-1,-5,2,shortest
353,100,268,0.05,5,4,clustered,0.5;-0.15,18,34,4,14,4,10,6,10,18,6,2,shortest
352,100,239,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
351,100,221,0.05,6,5,clustered,0.5;-0.15,6,6,4,2,0,6,2,6,6,2,0,shortest
350,100,246,0.05,3,2,clustered,0.5;-0.15,3,3,2,1,26,2,0,2,2,0,10,shortest
349,100,217,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
348,100,265,0.05,3,2,clustered,0.5;-0.15,8,16,5,3,12,-1,-6,-1,-1,-6,4,shortest
347,100,226,0.05,3,2,clustered,0.5;-0.15,20,20,6,14,8,-1,-7,-1,-1,-7,4,shortest
345,100,237,0.05,5,4,clustered,0.5;-0.15,6,6,4,2,16,6,2,6,6,2,6,shortest
343,100,250,0.05,5,4,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
342,100,259,0.05,2,1,clustered,0.5;-0.15,4,8,4,0,8,-1,-5,-1,-1,-5,4,shortest
341,100,279,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,10,4,0,4,4,0,4,shortest
339,100,260,0.05,6,5,clustered,0.5;-0.15,30,44,4,26,0,-1,-5,-1,-1,-5,0,shortest
338,100,248,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
337,100,249,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,4,3,0,3,3,0,2,shortest
336,100,237,0.05,2,1,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
335,100,242,0.05,5,4,clustered,0.5;-0.15,3,7,3,0,6,-1,-4,-1,-1,-4,2,shortest
334,100,271,0.05,4,3,clustered,0.5;-0.15,2,2,2,0,4,2,0,2,2,0,2,shortest
333,100,241,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,6,-1,-6,-1,-1,-6,4,shortest
331,100,262,0.05,5,4,clustered,0.5;-0.15,2,2,2,0,0,2,0,2,2,0,0,shortest
330,100,268,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,12,4,0,4,4,0,4,shortest
329,100,260,0.05,3,2,clustered,0.5;-0.15,20,12,6,14,10,-1,-7,16,12,10,4,shortest
328,100,280,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
327,100,242,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
326,100,263,0.05,3,2,clustered,0.5;-0.15,9,5,4,5,0,-1,-5,-1,-1,-5,0,shortest
325,100,243,0.05,2,1,clustered,0.5;-0.15,4,4,4,0,8,4,0,4,4,0,4,shortest
324,100,238,0.05,2,1,clustered,0.5;-0.15,12,12,5,7,0,-1,-6,-1,-1,-6,0,shortest
323,100,228,0.05,2,1,clustered,0.5;-0.15,8,8,4,4,4,8,4,8,8,4,2,shortest
321,100,240,0.05,5,4,clustered,0.5;-0.15,-1,-1,4,-5,2,-1,-5,-1,-1,-5,2,shortest
320,100,224,0.05,3,2,clustered,0.5;-0.15,19,17,6,13,8,-1,-7,15,13,9,4,shortest
319,100,255,0.05,5,4,clustered,0.5;-0.15,30,33,4,26,20,10,6,10,11,6,8,shortest
318,100,282,0.05,5,4,clustered,0.5;-0.15,50,46,4,46,0,-1,-5,-1,-1,-5,0,shortest
317,100,226,0.05,2,1,clustered,0.5;-0.15,9,15,5,4,8,-1,-6,9,9,4,4,shortest
316,100,229,0.05,4,3,clustered,0.5;-0.15,6,8,4,2,6,6,2,6,6,2,2,shortest
315,100,249,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,32,-1,-6,-1,-1,-6,18,shortest
314,100,249,0.05,3,2,clustered,0.5;-0.15,14,14,7,7,18,-1,-8,-1,-1,-8,10,shortest
313,100,276,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
312,100,236,0.05,4,3,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
311,100,256,0.05,2,1,clustered,0.5;-0.15,10,18,6,4,16,-1,-7,16,24,10,8,shortest
309,100,246,0.05,3,2,clustered,0.5;-0.15,25,25,6,19,10,-1,-7,-1,-1,-7,4,shortest
308,100,242,0.05,3,2,clustered,0.5;-0.15,24,24,5,19,6,-1,-6,-1,-1,-6,2,shortest
307,100,246,0.05,5,4,clustered,0.5;-0.15,33,33,5,28,0,20,15,20,20,15,0,shortest
305,100,257,0.05,6,5,clustered,0.5;-0.15,23,20,5,18,10,-1,-6,-1,-1,-6,4,shortest
304,100,236,0.05,2,1,clustered,0.5;-0.15,16,14,4,12,0,-1,-5,-1,-1,-5,0,shortest
303,100,249,0.05,3,2,clustered,0.5;-0.15,4,14,4,0,12,10,6,22,22,18,6,shortest
301,100,250,0.05,5,4,clustered,0.5;-0.15,27,37,5,22,0,17,12,17,17,12,0,shortest
300,100,256,0.05,4,3,clustered,0.5;-0.15,6,6,4,2,4,12,8,12,12,8,2,shortest
299,100,267,0.05,3,2,clustered,0.5;-0.15,24,24,4,20,6,12,8,22,22,18,4,shortest
298,100,257,0.05,7,6,clustered,0.5;-0.15,14,34,4,10,0,14,10,14,14,10,0,shortest
295,100,268,0.05,3,2,clustered,0.5;-0.15,21,25,5,16,4,-1,-6,-1,-1,-6,2,shortest
294,100,243,0.05,4,3,clustered,0.5;-0.15,11,21,5,6,12,-1,-6,21,23,16,6,shortest
293,100,250,0.05,3,2,clustered,0.5;-0.15,3,15,3,0,0,3,0,3,3,0,0,shortest
292,100,226,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
291,100,269,0.05,6,5,clustered,0.5;-0.15,51,51,4,47,6,-1,-5,18,12,14,2,shortest
290,100,273,0.05,3,2,clustered,0.5;-0.15,6,6,6,0,6,-1,-7,-1,-1,-7,2,shortest
289,100,225,0.05,2,1,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
287,100,239,0.05,6,5,clustered,0.5;-0.15,48,44,6,42,0,32,26,32,32,26,0,shortest
286,100,268,0.05,5,4,clustered,0.5;-0.15,34,34,4,30,14,8,4,8,8,4,6,shortest
285,100,237,0.05,7,6,clustered,0.5;-0.15,-1,-1,4,-5,6,-1,-5,-1,-1,-5,2,shortest
284,100,268,0.05,6,5,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
283,100,232,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,shortest
282,100,261,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
281,100,256,0.05,5,4,clustered,0.5;-0.15,8,8,4,4,0,8,4,6,6,2,0,shortest
279,100,251,0.05,3,2,clustered,0.5;-0.15,5,5,5,0,0,-1,-6,-1,-1,-6,0,shortest
278,100,254,0.05,6,5,clustered,0.5;-0.15,13,13,3,10,0,5,2,5,5,2,0,shortest
277,100,251,0.05,2,1,clustered,0.5;-0.15,-1,-1,4,-5,22,-1,-5,-1,-1,-5,12,shortest
276,100,261,0.05,3,2,clustered,0.5;-0.15,11,11,4,7,0,-1,-5,-1,-1,-5,0,shortest
275,100,262,0.05,5,4,clustered,0.5;-0.15,12,16,4,8,8,-1,-5,19,25,15,4,shortest
274,100,263,0.05,6,5,clustered,0.5;-0.15,-1,-1,5,-6,22,-1,-6,-1,-1,-6,8,shortest
273,100,241,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
272,100,248,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
270,100,234,0.05,3,2,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
269,100,275,0.05,4,3,clustered,0.5;-0.15,9,9,4,5,8,15,11,9,9,5,4,shortest
267,100,255,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
266,100,238,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,shortest
265,100,239,0.05,2,1,clustered,0.5;-0.15,6,6,4,2,0,6,2,6,6,2,0,shortest
264,100,258,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
262,100,246,0.05,3,2,clustered,0.5;-0.15,2,2,2,0,20,2,0,2,2,0,10,shortest
261,100,247,0.05,3,2,clustered,0.5;-0.15,39,31,5,34,0,-1,-6,-1,-1,-6,0,shortest
260,100,259,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
259,100,270,0.05,4,3,clustered,0.5;-0.15,33,33,4,29,0,-1,-5,-1,-1,-5,0,shortest
258,100,231,0.05,3,2,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
257,100,254,0.05,3,2,clustered,0.5;-0.15,6,14,4,2,0,6,2,6,6,2,0,shortest
255,100,250,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,28,-1,-7,-1,-1,-7,10,shortest
253,100,264,0.05,6,5,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
251,100,237,0.05,1,0,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
249,100,258,0.05,5,4,clustered,0.5;-0.15,6,12,4,2,0,6,2,12,12,8,0,shortest
248,100,248,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,6,-1,-6,-1,-1,-6,6,shortest
247,100,229,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,14,4,0,4,4,0,6,shortest
246,100,245,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,16,-1,-6,-1,-1,-6,8,shortest
245,100,248,0.05,5,4,clustered,0.5;-0.15,22,18,5,17,0,-1,-6,-1,-1,-6,0,shortest
242,100,244,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
241,100,253,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
240,100,253,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
239,100,242,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,6,-1,-6,-1,-1,-6,2,shortest
238,100,258,0.05,2,1,clustered,0.5;-0.15,7,7,5,2,0,-1,-6,-1,-1,-6,0,shortest
237,100,238,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
236,100,243,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
235,100,267,0.05,5,4,clustered,0.5;-0.15,8,18,4,4,0,8,4,8,8,4,0,shortest
233,100,283,0.05,7,6,clustered,0.5;-0.15,3,3,3,0,4,3,0,3,3,0,2,shortest
232,100,250,0.05,2,1,clustered,0.5;-0.15,6,6,4,2,0,-1,-5,-1,-1,-5,0,shortest
229,100,241,0.05,3,2,clustered,0.5;-0.15,11,11,5,6,0,9,4,9,9,4,0,shortest
228,100,254,0.05,7,6,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
227,100,258,0.05,5,4,clustered,0.5;-0.15,-1,-1,6,-7,12,-1,-7,-1,-1,-7,4,shortest
226,100,252,0.05,3,2,clustered,0.5;-0.15,6,12,4,2,0,15,11,15,15,11,0,shortest
225,100,252,0.05,5,4,clustered,0.5;-0.15,3,11,3,0,0,3,0,3,3,0,0,shortest
224,100,236,0.05,6,5,clustered,0.5;-0.15,18,18,4,14,0,16,12,16,16,12,0,shortest
223,100,248,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
222,100,259,0.05,3,2,clustered,0.5;-0.15,32,28,6,26,4,-1,-7,10,10,4,2,shortest
221,100,254,0.05,5,4,clustered,0.5;-0.15,17,17,5,12,0,-1,-6,-1,-1,-6,0,shortest
218,100,248,0.05,4,3,clustered,0.5;-0.15,12,12,4,8,4,-1,-5,-1,-1,-5,2,shortest
217,100,263,0.05,3,2,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
215,100,230,0.05,6,5,clustered,0.5;-0.15,31,31,5,26,16,11,6,17,17,12,8,shortest
214,100,252,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
213,100,241,0.05,2,1,clustered,0.5;-0.15,8,8,4,4,0,-1,-5,-1,-1,-5,0,shortest
212,100,254,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
210,100,265,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,6,-1,-7,-1,-1,-7,6,shortest
208,100,229,0.05,6,5,clustered,0.5;-0.15,60,42,6,54,0,22,16,22,22,16,0,shortest
207,100,246,0.05,5,4,clustered,0.5;-0.15,15,7,5,10,4,-1,-6,-1,-1,-6,4,shortest
206,100,256,0.05,2,1,clustered,0.5;-0.15,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,shortest
204,100,236,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
203,100,225,0.05,6,5,clustered,0.5;-0.15,6,6,4,2,0,6,2,6,6,2,0,shortest
202,100,240,0.05,6,5,clustered,0.5;-0.15,5,5,3,2,0,5,2,5,5,2,0,shortest
200,100,246,0.05,3,2,clustered,0.5;-0.15,8,8,4,4,0,11,7,11,11,7,0,shortest
199,100,266,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,30,-1,-5,-1,-1,-5,12,shortest
198,100,248,0.05,3,2,clustered,0.5;-0.15,27,37,5,22,0,11,6,19,19,14,0,shortest
197,100,266,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
195,100,234,0.05,3,2,clustered,0.5;-0.15,8,16,4,4,0,8,4,8,8,4,0,shortest
194,100,249,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,10,-1,-7,-1,-1,-7,6,shortest
193,100,252,0.05,4,3,clustered,0.5;-0.15,11,19,5,6,8,-1,-6,11,11,6,4,shortest
192,100,238,0.05,3,2,clustered,0.5;-0.15,18,18,4,14,0,4,0,4,4,0,0,shortest
191,100,250,0.05,4,3,clustered,0.5;-0.15,13,27,4,9,0,13,9,13,13,9,0,shortest
190,100,255,0.05,3,2,clustered,0.5;-0.15,5,5,5,0,0,5,0,5,5,0,0,shortest
187,100,241,0.05,1,0,clustered,0.5;-0.15,2,2,2,0,4,2,0,2,2,0,4,shortest
186,100,229,0.05,1,0,clustered,0.5;-0.15,-1,-1,9,-10,8,-1,-10,-1,-1,-10,8,shortest
185,100,272,0.05,3,2,clustered,0.5;-0.15,5,11,5,0,0,5,0,5,5,0,0,shortest
184,100,242,0.05,3,2,clustered,0.5;-0.15,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,shortest
183,100,252,0.05,4,3,clustered,0.5;-0.15,37,37,6,31,0,-1,-7,-1,-1,-7,0,shortest
182,100,250,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,8,-1,-7,-1,-1,-7,4,shortest
181,100,255,0.05,3,2,clustered,0.5;-0.15,4,16,4,0,12,4,0,4,14,0,4,shortest
180,100,261,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,4,-1,-6,-1,-1,-6,2,shortest
179,100,263,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
177,100,247,0.05,2,1,clustered,0.5;-0.15,7,9,5,2,16,-1,-6,-1,-1,-6,8,shortest
176,100,285,0.05,7,6,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
175,100,257,0.05,3,2,clustered,0.5;-0.15,37,43,5,32,24,-1,-6,-1,-1,-6,8,shortest
173,100,247,0.05,3,2,clustered,0.5;-0.15,22,18,6,16,4,-1,-7,-1,-1,-7,2,shortest
172,100,253,0.05,5,4,clustered,0.5;-0.15,20,20,4,16,12,-1,-5,-1,-1,-5,4,shortest
171,100,231,0.05,1,0,clustered,0.5;-0.15,7,13,5,2,16,-1,-6,7,13,2,16,shortest
170,100,251,0.05,6,5,clustered,0.5;-0.15,-1,-1,4,-5,28,-1,-5,-1,-1,-5,10,shortest
169,100,245,0.05,6,5,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
168,100,272,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,12,-1,-6,-1,-1,-6,4,shortest
167,100,261,0.05,3,2,clustered,0.5;-0.15,4,4,4,0,0,-1,-5,-1,-1,-5,0,shortest
166,100,251,0.05,3,2,clustered,0.5;-0.15,27,25,5,22,24,-1,-6,23,21,18,10,shortest
165,100,261,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
164,100,247,0.05,5,4,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
162,100,248,0.05,5,4,clustered,0.5;-0.15,37,43,5,32,20,-1,-6,21,27,16,8,shortest
161,100,266,0.05,4,3,clustered,0.5;-0.15,7,13,5,2,0,-1,-6,-1,-1,-6,0,shortest
160,100,268,0.05,5,4,clustered,0.5;-0.15,48,40,5,43,0,-1,-6,-1,-1,-6,0,shortest
159,100,238,0.05,4,3,clustered,0.5;-0.15,4,10,4,0,0,4,0,10,10,6,0,shortest
158,100,248,0.05,3,2,clustered,0.5;-0.15,5,5,5,0,20,-1,-6,-1,-1,-6,10,shortest
157,100,230,0.05,6,5,clustered,0.5;-0.15,70,76,5,65,6,-1,-6,-1,-1,-6,2,shortest
156,100,269,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,12,-1,-6,-1,-1,-6,6,shortest
154,100,272,0.05,5,4,clustered,0.5;-0.15,13,13,5,8,0,-1,-6,-1,-1,-6,0,shortest
152,100,253,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
151,100,278,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,16,-1,-7,-1,-1,-7,8,shortest
150,100,244,0.05,3,2,clustered,0.5;-0.15,11,15,5,6,0,-1,-6,-1,-1,-6,0,shortest
149,100,255,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,8,-1,-7,-1,-1,-7,8,shortest
148,100,233,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,20,-1,-4,-1,-1,-4,8,shortest
147,100,251,0.05,3,2,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
146,100,233,0.05,3,2,clustered,0.5;-0.15,32,32,6,26,6,-1,-7,-1,-1,-7,2,shortest
143,100,252,0.05,5,4,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
141,100,278,0.05,3,2,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
140,100,234,0.05,4,3,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
138,100,232,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
137,100,243,0.05,3,2,clustered,0.5;-0.15,24,24,4,20,0,4,0,4,4,0,0,shortest
136,100,233,0.05,2,1,clustered,0.5;-0.15,22,18,5,17,16,-1,-6,20,18,15,8,shortest
135,100,226,0.05,4,3,clustered,0.5;-0.15,10,22,4,6,10,6,2,6,6,2,4,shortest
133,100,226,0.05,4,3,clustered,0.5;-0.15,-1,-1,7,-8,16,-1,-8,-1,-1,-8,8,shortest
131,100,262,0.05,3,2,clustered,0.5;-0.15,16,16,2,14,0,2,0,2,2,0,0,shortest
129,100,251,0.05,5,4,clustered,0.5;-0.15,45,43,4,41,0,-1,-5,-1,-1,-5,0,shortest
128,100,249,0.05,4,3,clustered,0.5;-0.15,12,14,4,8,0,-1,-5,-1,-1,-5,0,shortest
127,100,257,0.05,8,7,clustered,0.5;-0.15,26,26,4,22,0,14,10,20,20,16,0,shortest
126,100,230,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,8,-1,-6,-1,-1,-6,6,shortest
125,100,248,0.05,2,1,clustered,0.5;-0.15,13,13,5,8,0,5,0,11,11,6,0,shortest
122,100,266,0.05,7,6,clustered,0.5;-0.15,28,28,4,24,0,16,12,18,18,14,0,shortest
120,100,246,0.05,2,1,clustered,0.5;-0.15,19,19,5,14,12,11,6,19,19,14,6,shortest
117,100,273,0.05,4,3,clustered,0.5;-0.15,24,26,6,18,16,-1,-7,14,16,8,8,shortest
116,100,261,0.05,3,2,clustered,0.5;-0.15,38,38,5,33,0,-1,-6,-1,-1,-6,0,shortest
114,100,247,0.05,5,4,clustered,0.5;-0.15,7,5,5,2,0,-1,-6,-1,-1,-6,0,shortest
112,100,259,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,20,-1,-7,-1,-1,-7,10,shortest
111,100,240,0.05,4,3,clustered,0.5;-0.15,4,4,4,0,8,-1,-5,-1,-1,-5,4,shortest
110,100,244,0.05,2,1,clustered,0.5;-0.15,-1,-1,5,-6,8,-1,-6,-1,-1,-6,4,shortest
109,100,264,0.05,1,0,clustered,0.5;-0.15,-1,-1,6,-7,10,-1,-7,-1,-1,-7,10,shortest
108,100,232,0.05,4,3,clustered,0.5;-0.15,19,25,5,14,0,15,10,15,15,10,0,shortest
107,100,225,0.05,4,3,clustered,0.5;-0.15,23,23,5,18,0,11,6,13,13,8,0,shortest
104,100,246,0.05,5,4,clustered,0.5;-0.15,11,17,5,6,0,-1,-6,-1,-1,-6,0,shortest
102,100,219,0.05,2,1,clustered,0.5;-0.15,15,15,5,10,12,-1,-6,13,15,8,6,shortest
101,100,248,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
99,100,251,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
97,100,209,0.05,5,4,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
96,100,225,0.05,4,3,clustered,0.5;-0.15,4,4,4,0,4,4,0,4,4,0,2,shortest
95,100,253,0.05,4,3,clustered,0.5;-0.15,39,37,6,33,0,-1,-7,-1,-1,-7,0,shortest
91,100,227,0.05,4,3,clustered,0.5;-0.15,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,shortest
89,100,228,0.05,4,3,clustered,0.5;-0.15,-1,-1,5,-6,26,-1,-6,-1,-1,-6,14,shortest
83,100,240,0.05,1,0,clustered,0.5;-0.15,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,shortest
82,100,244,0.05,5,4,clustered,0.5;-0.15,24,30,4,20,6,-1,-5,-1,-1,-5,2,shortest
81,100,233,0.05,1,0,clustered,0.5;-0.15,4,4,4,0,0,4,0,4,4,0,0,shortest
80,100,233,0.05,4,3,clustered,0.5;-0.15,8,10,6,2,8,-1,-7,-1,-1,-7,4,shortest
78,100,246,0.05,2,1,clustered,0.5;-0.15,3,3,3,0,0,3,0,3,3,0,0,shortest
77,100,242,0.05,2,1,clustered,0.5;-0.15,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,shortest
