rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,hopsRanked,hopsUnranked,spLength,stretch,nodeAdditions,hopsPath,hopsRankedOne,hopsUnrankedOne,overallNodeAdditionsOne
1901,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1900,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1899,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1898,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1897,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1896,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1895,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1894,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1893,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1892,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1891,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1890,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1889,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1888,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1887,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1886,50,135,0.119,5,4,random,2,2,3,-1,0,9,2,2,0
1885,50,135,0.119,5,4,random,3,4,3,0,0,3,3,3,0
1884,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1883,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1882,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1881,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1880,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1879,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1878,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1877,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1876,50,135,0.119,5,4,random,4,4,3,1,0,3,3,3,0
1875,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1874,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1873,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1872,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1871,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1870,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1869,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1868,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1867,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1866,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1865,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1864,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1863,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1862,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1861,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1860,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1859,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1858,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1857,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1856,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1855,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1854,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1853,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1852,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1851,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1850,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1849,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1848,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1847,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1846,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1845,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1844,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1843,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1842,50,135,0.119,5,4,random,3,4,3,0,0,3,3,3,0
1841,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1840,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1839,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1838,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1837,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1836,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1835,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1834,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1833,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1832,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1831,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1830,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1829,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1828,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1827,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1826,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1825,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1824,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1823,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1822,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1821,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1820,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1819,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1818,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1817,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1816,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1815,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1814,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1813,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1812,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1811,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1810,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1809,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1808,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1807,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1806,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1805,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1804,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1803,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1802,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1801,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1800,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1799,50,135,0.119,5,4,random,3,4,3,0,0,3,3,3,0
1798,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1797,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1796,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1795,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1794,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1793,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1792,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1791,50,135,0.119,5,4,random,3,4,3,0,0,3,3,3,0
1790,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1789,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1788,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1787,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1786,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1785,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1784,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1783,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1782,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1781,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1780,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1779,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1778,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1777,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1776,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1775,50,135,0.119,5,4,random,3,4,3,0,0,3,3,3,0
1774,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1773,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1772,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1771,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1770,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1769,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1768,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1767,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1766,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1765,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1764,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1763,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1762,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1761,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1760,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1759,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1758,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1757,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1756,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1755,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1754,50,135,0.119,5,4,random,3,4,3,0,0,3,3,3,0
1753,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1752,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1751,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1750,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1749,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1748,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1747,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1746,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1745,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1744,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1743,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1742,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1741,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1740,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1739,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1738,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1737,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1736,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1735,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1734,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1733,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1732,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1731,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1730,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1729,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1728,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1727,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1726,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1725,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1724,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1723,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1722,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1721,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1720,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1719,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1718,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1717,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1716,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1715,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1714,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1713,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1712,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1711,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1710,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1709,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1708,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1707,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1706,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1705,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1704,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1703,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1702,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1701,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1700,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1699,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1698,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1697,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1696,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1695,50,135,0.119,5,4,random,2,2,3,-1,0,9,2,2,0
1694,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1693,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1692,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1691,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1690,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1689,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1688,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1687,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1686,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1685,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1684,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1683,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1682,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1681,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1680,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1679,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1678,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1677,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1676,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1675,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1674,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1673,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1672,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1671,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1670,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1669,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1668,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1667,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1666,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1665,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1664,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1663,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1662,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1661,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1660,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1659,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1658,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1657,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1656,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1655,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1654,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1653,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1652,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1651,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1650,50,135,0.119,5,4,random,3,5,3,0,0,3,3,3,0
1649,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1648,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1647,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1646,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1645,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1644,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1643,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1642,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1641,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1640,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1639,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1638,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1637,50,135,0.119,5,4,random,2,2,3,-1,0,5,2,2,0
1636,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1635,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1634,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1633,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1632,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1631,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1630,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1629,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1628,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1627,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1626,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1625,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1624,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1623,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1622,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1621,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1620,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1619,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1618,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1617,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1616,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1615,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1614,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1613,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1612,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1611,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1610,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1609,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
1608,50,135,0.119,5,4,random,2,2,2,0,0,2,2,2,0
