rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
314,25,50,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
313,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
312,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
311,25,34,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
310,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
309,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
308,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
307,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
306,25,37,0.15,4,,clustered,0.8;-0.3,-1,-1,3,-4,0,-1,-4,-1,-1,-4,0,edgeCount
305,25,50,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
304,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
303,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
302,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
301,25,48,0.15,2,,clustered,0.8;-0.3,4,16,4,0,0,10,6,10,10,6,0,edgeCount
300,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,14,edgeCount
299,25,55,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
298,25,42,0.15,3,,clustered,0.8;-0.3,4,4,2,2,0,2,0,2,2,0,0,edgeCount
297,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
296,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
295,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
294,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
293,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
292,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
291,25,53,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,8,edgeCount
290,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
289,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
288,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
287,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
286,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
285,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
284,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
283,25,55,0.15,3,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
282,25,54,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
281,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
280,25,51,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
279,25,33,0.15,2,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
278,25,49,0.15,5,,clustered,0.8;-0.3,-1,-1,4,-5,4,-1,-5,-1,-1,-5,2,edgeCount
277,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
276,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
275,25,58,0.15,5,,clustered,0.8;-0.3,11,3,3,8,6,3,0,3,3,0,4,edgeCount
274,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
273,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
272,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,8,-9,10,-1,-9,-1,-1,-9,8,edgeCount
271,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
270,25,49,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
269,25,34,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
268,25,49,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
267,25,40,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
266,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
265,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
264,25,40,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
263,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
262,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
261,25,58,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
260,25,50,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
259,25,35,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
258,25,40,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
257,25,51,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
256,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
255,25,35,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
254,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
253,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
252,25,51,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
251,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
250,25,45,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
249,25,35,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
248,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
247,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
246,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
245,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
244,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
243,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
242,25,58,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
241,25,41,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
240,25,52,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
239,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,5,-6,6,-1,-6,-1,-1,-6,6,edgeCount
238,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,4,-5,4,-1,-5,-1,-1,-5,2,edgeCount
237,25,52,0.15,1,,clustered,0.8;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,4,edgeCount
236,25,31,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
235,25,42,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
234,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
233,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
232,25,61,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
231,25,50,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
230,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
229,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
228,25,36,0.15,2,,clustered,0.8;-0.3,5,5,5,0,6,-1,-6,5,5,0,6,edgeCount
227,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,6,edgeCount
226,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
225,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
224,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
223,25,37,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
222,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
221,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
220,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
219,25,33,0.15,3,,clustered,0.8;-0.3,14,14,2,12,0,2,0,4,2,2,0,edgeCount
218,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
217,25,54,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
216,25,37,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
215,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
214,25,49,0.15,4,,clustered,0.8;-0.3,4,8,4,0,0,8,4,6,6,2,0,edgeCount
213,25,51,0.15,3,,clustered,0.8;-0.3,2,2,2,0,2,2,0,2,2,0,2,edgeCount
212,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
211,25,45,0.15,1,,clustered,0.8;-0.3,4,7,4,0,12,4,0,4,7,0,12,edgeCount
210,25,56,0.15,3,,clustered,0.8;-0.3,9,3,3,6,0,3,0,3,3,0,0,edgeCount
209,25,42,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
208,25,36,0.15,3,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
207,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
206,25,54,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
205,25,43,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
204,25,44,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,12,edgeCount
203,25,35,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
202,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
201,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
200,25,55,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
199,25,42,0.15,3,,clustered,0.8;-0.3,4,6,4,0,4,6,2,6,12,2,2,edgeCount
198,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,6,-1,-7,-1,-1,-7,4,edgeCount
197,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
196,25,44,0.15,2,,clustered,0.8;-0.3,3,3,3,0,8,3,0,3,3,0,4,edgeCount
195,25,48,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
194,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
193,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
192,25,43,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
191,25,47,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
190,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
189,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
188,25,51,0.15,4,,clustered,0.8;-0.3,6,8,2,4,0,2,0,2,2,0,0,edgeCount
187,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
186,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
185,25,54,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
184,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,12,-1,-6,11,11,6,6,edgeCount
183,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
182,25,50,0.15,6,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
181,25,49,0.15,2,,clustered,0.8;-0.3,3,5,3,0,8,5,2,5,5,2,4,edgeCount
180,25,57,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
179,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
178,25,55,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
177,25,53,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
176,25,46,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
175,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
174,25,32,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
173,25,52,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
172,25,54,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
171,25,38,0.15,4,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
170,25,40,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
169,25,46,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
168,25,38,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
167,25,47,0.15,1,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
166,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,7,-8,16,-1,-8,-1,-1,-8,10,edgeCount
165,25,59,0.15,4,,clustered,0.8;-0.3,-1,-1,6,-7,10,-1,-7,-1,-1,-7,4,edgeCount
164,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
163,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,6,-7,4,-1,-7,-1,-1,-7,2,edgeCount
162,25,51,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,4,edgeCount
161,25,56,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
160,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,8,-1,-7,-1,-1,-7,8,edgeCount
159,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
158,25,48,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,2,edgeCount
157,25,39,0.15,2,,clustered,0.8;-0.3,5,13,3,2,6,3,0,3,3,0,6,edgeCount
156,25,47,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
155,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
154,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
153,25,48,0.15,3,,clustered,0.8;-0.3,3,5,3,0,0,-1,-4,5,3,2,0,edgeCount
152,25,44,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
151,25,36,0.15,1,,clustered,0.8;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
150,25,45,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
149,25,42,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
148,25,57,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
147,25,53,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
146,25,53,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
145,25,39,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
144,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
143,25,46,0.15,5,,clustered,0.8;-0.3,3,3,3,0,2,3,0,3,3,0,2,edgeCount
142,25,41,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
141,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
140,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
139,25,53,0.15,2,,clustered,0.8;-0.3,2,2,2,0,14,2,0,2,2,0,8,edgeCount
138,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
137,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
136,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,6,-7,8,-1,-7,-1,-1,-7,4,edgeCount
135,25,39,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
134,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
133,25,57,0.15,2,,clustered,0.8;-0.3,-1,-1,4,-5,0,-1,-5,-1,-1,-5,0,edgeCount
132,25,50,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
131,25,40,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
130,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
129,25,34,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
128,25,44,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
127,25,45,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
126,25,38,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
125,25,40,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
124,25,45,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
123,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
122,25,47,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
121,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,8,edgeCount
120,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
119,25,49,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
118,25,54,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,4,edgeCount
117,25,55,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
116,25,46,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
115,25,49,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
114,25,33,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
113,25,60,0.15,2,,clustered,0.8;-0.3,-1,-1,8,-9,8,-1,-9,-1,-1,-9,4,edgeCount
112,25,46,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
111,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
110,25,34,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
109,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
108,25,48,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
107,25,51,0.15,5,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
106,25,41,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
105,25,47,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
104,25,55,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
103,25,43,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
102,25,48,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
101,25,43,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
100,25,49,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
99,25,44,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
98,25,41,0.15,1,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
97,25,52,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
96,25,55,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
95,25,40,0.15,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
94,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
93,25,41,0.15,2,,clustered,0.8;-0.3,3,3,3,0,0,3,0,3,3,0,0,edgeCount
92,25,43,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,2,edgeCount
91,25,50,0.15,4,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,8,edgeCount
90,25,39,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
89,25,36,0.15,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
88,25,35,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
87,25,54,0.15,2,,clustered,0.8;-0.3,2,2,2,0,0,2,0,2,2,0,0,edgeCount
86,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
85,25,50,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,14,-1,0,-1,-1,0,8,edgeCount
84,25,45,0.15,2,,clustered,0.8;-0.3,-1,-1,-1,0,12,-1,0,-1,-1,0,6,edgeCount
83,25,41,0.15,1,,clustered,0.8;-0.3,-1,-1,6,-7,2,-1,-7,-1,-1,-7,2,edgeCount
