rep,nrNodes,nrEdges,edgeProb,nrPaths,nrFails,failureModel,failurePercent,hopsRanked,hopsUnranked,spLength,stretch_mult,nodeAdditions,hopsPath,stretch_path,hopsRankedOne,hopsUnrankedOne,stretch_one,overallNodeAdditionsOne,treeChoice
610,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,22,-23,2,-1,-23,-1,-1,-23,2,edgeCount
609,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
608,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
607,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
606,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
605,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
604,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
603,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
602,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
601,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
600,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,10,-1,0,-1,-1,0,10,edgeCount
599,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
598,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
597,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
596,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
595,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,26,26,10,16,0,26,16,26,26,16,0,edgeCount
594,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,11,11,10,1,0,11,1,11,11,1,0,edgeCount
593,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
592,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
591,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,24,-25,2,-1,-25,-1,-1,-25,2,edgeCount
590,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
589,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
588,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
587,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
586,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,15,-16,0,-1,-16,-1,-1,-16,0,edgeCount
585,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
584,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
583,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
582,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
581,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
580,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
579,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
578,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
577,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
576,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
575,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
574,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
573,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
572,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
571,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,19,-20,6,-1,-20,25,37,6,6,edgeCount
570,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
569,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
568,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
567,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
566,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
565,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
564,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
563,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
562,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
561,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
560,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
559,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
558,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
557,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
556,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
555,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
554,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
553,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
552,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,6,-7,0,-1,-7,-1,-1,-7,0,edgeCount
551,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
550,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
549,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
548,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
547,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
546,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
545,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
544,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,9,-10,0,-1,-10,-1,-1,-10,0,edgeCount
543,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
542,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
541,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
540,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
539,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
538,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
537,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,19,-20,0,-1,-20,-1,-1,-20,0,edgeCount
536,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
535,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
534,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
533,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
532,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
531,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
530,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
529,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
528,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
527,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
526,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
525,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
524,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
523,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
522,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
521,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
520,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,10,-11,0,-1,-11,-1,-1,-11,0,edgeCount
519,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
518,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
517,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
516,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
515,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
514,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
513,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
512,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
511,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
510,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
509,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
508,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
507,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,18,6,6,12,0,6,0,6,6,0,0,edgeCount
506,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
505,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
504,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
503,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
502,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
501,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,16,16,13,3,0,16,3,16,16,3,0,edgeCount
500,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,13,13,13,0,0,13,0,13,13,0,0,edgeCount
499,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
498,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,7,-8,0,-1,-8,-1,-1,-8,0,edgeCount
497,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
496,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
495,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
494,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
493,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
492,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,11,-12,2,-1,-12,-1,-1,-12,2,edgeCount
491,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
490,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
489,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,5,29,4,1,4,9,5,19,9,15,4,edgeCount
488,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
487,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,12,-13,0,-1,-13,-1,-1,-13,0,edgeCount
486,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,11,-12,0,-1,-12,-1,-1,-12,0,edgeCount
485,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
484,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
483,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
482,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
481,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,69,31,16,53,0,-1,-17,-1,-1,-17,0,edgeCount
480,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
479,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
478,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,14,-15,0,-1,-15,-1,-1,-15,0,edgeCount
477,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,18,-19,2,-1,-19,-1,-1,-19,2,edgeCount
476,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
475,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
474,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
473,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,5,-6,0,-1,-6,-1,-1,-6,0,edgeCount
472,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
471,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
470,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
469,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
468,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
467,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,17,-18,0,-1,-18,-1,-1,-18,0,edgeCount
466,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,13,13,9,4,0,13,4,13,13,4,0,edgeCount
465,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
464,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
463,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
462,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
461,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
460,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
459,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,38,38,16,22,0,38,22,38,38,22,0,edgeCount
458,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
457,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,52,52,15,37,0,52,37,52,52,37,0,edgeCount
456,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
455,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
454,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
453,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
452,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
451,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
450,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
449,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
448,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
447,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
446,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,8,-9,0,-1,-9,-1,-1,-9,0,edgeCount
445,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
444,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
443,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
442,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,8,-1,0,-1,-1,0,8,edgeCount
441,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,45,13,13,32,0,13,0,13,13,0,0,edgeCount
440,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
439,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
438,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,4,4,4,0,0,4,0,4,4,0,0,edgeCount
437,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
436,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
435,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,4,-1,0,-1,-1,0,4,edgeCount
434,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
433,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
432,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,18,18,10,8,0,18,8,18,18,8,0,edgeCount
431,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
430,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
429,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
428,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
427,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
426,149,193,graphml/GtsCe.graphml,3,,clustered,0.8;-0.3,-1,-1,-1,0,2,-1,0,-1,-1,0,2,edgeCount
425,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
424,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
423,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,12,12,12,0,8,12,0,12,12,0,8,edgeCount
422,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,7,7,7,0,0,7,0,7,7,0,0,edgeCount
421,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
420,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
419,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
418,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
417,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
416,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
415,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,0,-1,0,-1,-1,0,0,edgeCount
414,149,193,graphml/GtsCe.graphml,1,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
413,149,193,graphml/GtsCe.graphml,2,,clustered,0.8;-0.3,-1,-1,-1,0,6,-1,0,-1,-1,0,6,edgeCount
